image_path,true_class_id,true_disease,predicted_class_id,predicted_disease,confidence,correct_prediction,prob_normal,prob_cataract,prob_diabetic_retinopathy,prob_glaucoma,is_glaucoma_correct,error_type
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_45_7744209.jpg,3,Glaucoma,3,Glaucoma,0.9770533442497253,True,0.0045083812437951565,0.009812661446630955,0.008625581860542297,0.9770533442497253,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_20.jpg,3,Glaucoma,0,Normal,0.8645950555801392,False,0.8645950555801392,0.0017657976131886244,0.00036021077539771795,0.13327890634536743,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_318_9413163.jpg,3,Glaucoma,3,Glaucoma,0.955912709236145,True,0.020895401015877724,0.023178981617093086,1.2927965144626796e-05,0.955912709236145,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_374_8172135.jpg,3,Glaucoma,3,Glaucoma,0.9978213310241699,True,0.0018704502144828439,0.00029057380743324757,1.7583051885594614e-05,0.9978213310241699,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2201.jpg,3,Glaucoma,0,Normal,0.796997606754303,False,0.796997606754303,0.0001341930910712108,0.00027605833020061255,0.20259210467338562,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_155_4972319.jpg,3,Glaucoma,1,Cataract,0.9799063801765442,False,0.0012231804430484772,0.9799063801765442,0.010277840308845043,0.008592546917498112,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_395_3509756.jpg,3,Glaucoma,3,Glaucoma,0.9910576343536377,True,0.008870892226696014,4.99986344948411e-05,2.1559650122071616e-05,0.9910576343536377,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1261_left.jpg,3,Glaucoma,3,Glaucoma,0.8231557011604309,True,0.1767476350069046,9.535504068480805e-05,1.2659974117923412e-06,0.8231557011604309,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_90_7427306.jpg,3,Glaucoma,3,Glaucoma,0.5395736694335938,True,0.172104150056839,0.27773571014404297,0.010586532764136791,0.5395736694335938,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_289_8793154.jpg,3,Glaucoma,3,Glaucoma,0.9872815012931824,True,0.012701340019702911,1.0934772035398055e-05,6.236067747522611e-06,0.9872815012931824,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_3_6499308.jpg,3,Glaucoma,3,Glaucoma,0.9960362315177917,True,0.002936139004305005,0.0009670135332271457,6.061277963453904e-05,0.9960362315177917,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_25_9900235.jpg,3,Glaucoma,3,Glaucoma,0.9777575135231018,True,0.003738529747352004,0.015341402031481266,0.0031624522525817156,0.9777575135231018,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_001.png,3,Glaucoma,3,Glaucoma,0.877717137336731,True,0.11209827661514282,0.0019541007932275534,0.008230493403971195,0.877717137336731,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2534.jpg,3,Glaucoma,3,Glaucoma,0.555138349533081,True,0.42835018038749695,0.0003559958713594824,0.01615551859140396,0.555138349533081,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_23_8081299.jpg,3,Glaucoma,3,Glaucoma,0.8858738541603088,True,0.11411689966917038,5.079357379145222e-06,4.1910429899871815e-06,0.8858738541603088,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2861.jpg,3,Glaucoma,0,Normal,0.9046536087989807,False,0.9046536087989807,0.000724135257769376,0.003675327403470874,0.09094694256782532,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1985_left.jpg,3,Glaucoma,0,Normal,0.6957934498786926,False,0.6957934498786926,0.0005887894076295197,0.017036166042089462,0.2865816056728363,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\072.jpg,3,Glaucoma,0,Normal,0.7960166931152344,False,0.7960166931152344,0.0005413010949268937,0.0007767250062897801,0.2026652693748474,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_130_3806382.jpg,3,Glaucoma,3,Glaucoma,0.9575796127319336,True,0.04199307784438133,0.0003077550500165671,0.00011956658272538334,0.9575796127319336,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1222_right.jpg,3,Glaucoma,0,Normal,0.6126660108566284,False,0.6126660108566284,0.00010341603774577379,0.18519361317157745,0.20203693211078644,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1080.jpg,3,Glaucoma,0,Normal,0.49922361969947815,False,0.49922361969947815,0.0006212046719156206,0.48953381180763245,0.010621445253491402,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1301_left.jpg,3,Glaucoma,2,Diabetic Retinopathy,0.7664146423339844,False,0.1928749829530716,0.002534041181206703,0.7664146423339844,0.03817637637257576,False,Glaucoma misclassified as Diabetic Retinopathy
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_234_5883794.jpg,3,Glaucoma,3,Glaucoma,0.9111865162849426,True,0.03533836826682091,0.053473763167858124,1.3533925766751054e-06,0.9111865162849426,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1579.jpg,3,Glaucoma,0,Normal,0.9182233214378357,False,0.9182233214378357,0.00111782131716609,0.020313814282417297,0.06034505367279053,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1377_right.jpg,3,Glaucoma,3,Glaucoma,0.5304428339004517,True,0.35113173723220825,0.08967168629169464,0.02875370904803276,0.5304428339004517,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1287_left.jpg,3,Glaucoma,0,Normal,0.8798931837081909,False,0.8798931837081909,0.0014785442035645247,0.020239898934960365,0.09838835895061493,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_399_7128170.jpg,3,Glaucoma,1,Cataract,0.9534226059913635,False,7.147692667786032e-05,0.9534226059913635,2.7819453407573747e-06,0.04650314524769783,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1232_right.jpg,3,Glaucoma,3,Glaucoma,0.7251318693161011,True,0.1501530259847641,0.005019139498472214,0.11969608068466187,0.7251318693161011,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_106_1940079.jpg,3,Glaucoma,3,Glaucoma,0.8625150322914124,True,0.13003981113433838,0.0018697504419833422,0.005575425457209349,0.8625150322914124,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1436_left.jpg,3,Glaucoma,0,Normal,0.9455446004867554,False,0.9455446004867554,0.00017263837798964232,0.008233480155467987,0.0460493341088295,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1351_right.jpg,3,Glaucoma,0,Normal,0.8336665034294128,False,0.8336665034294128,0.00030206923838704824,0.04622577503323555,0.119805708527565,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1902.jpg,3,Glaucoma,0,Normal,0.9056429862976074,False,0.9056429862976074,0.00018756445206236094,0.06154249981045723,0.03262686729431152,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_197_9225516.jpg,3,Glaucoma,1,Cataract,0.9960436820983887,False,0.0009178254986181855,0.9960436820983887,7.239712431328371e-05,0.002966046566143632,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_191_6264437.jpg,3,Glaucoma,3,Glaucoma,0.9887344241142273,True,0.008655991405248642,0.0009621300850994885,0.0016473986906930804,0.9887344241142273,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1267_right.jpg,3,Glaucoma,0,Normal,0.770535409450531,False,0.770535409450531,0.04874471202492714,0.00032955416827462614,0.18039026856422424,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\336.jpg,3,Glaucoma,3,Glaucoma,0.6832407116889954,True,0.3161892890930176,0.00020223585306666791,0.00036774342879652977,0.6832407116889954,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_229_5944044.jpg,3,Glaucoma,3,Glaucoma,0.808792233467102,True,0.18950000405311584,0.000367781292879954,0.0013399326708167791,0.808792233467102,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2532.jpg,3,Glaucoma,0,Normal,0.9034268260002136,False,0.9034268260002136,0.0027089419309049845,0.005057659465819597,0.08880660682916641,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\246.jpg,3,Glaucoma,0,Normal,0.9688205122947693,False,0.9688205122947693,7.062703662086278e-05,0.00017023624968715012,0.030938610434532166,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_358_2954052.jpg,3,Glaucoma,3,Glaucoma,0.9902868270874023,True,0.002304717432707548,0.0074029238894581795,5.588563453784445e-06,0.9902868270874023,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2230.jpg,3,Glaucoma,0,Normal,0.9345828294754028,False,0.9345828294754028,0.0043950132094323635,0.000550572294741869,0.0604715421795845,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\650.jpg,3,Glaucoma,0,Normal,0.9573304653167725,False,0.9573304653167725,2.2206790163181722e-05,5.974234954919666e-05,0.04258766770362854,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_116_1943666.jpg,3,Glaucoma,0,Normal,0.8264517188072205,False,0.8264517188072205,0.00026487366994842887,0.06935598701238632,0.10392742604017258,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_19_7932720.jpg,3,Glaucoma,3,Glaucoma,0.7882277369499207,True,0.2102425992488861,0.0005453783669508994,0.0009842830477282405,0.7882277369499207,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_225_247208.jpg,3,Glaucoma,3,Glaucoma,0.9548084139823914,True,0.040392812341451645,0.004798158071935177,6.226087521099544e-07,0.9548084139823914,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_375_1575212.jpg,3,Glaucoma,3,Glaucoma,0.9953603148460388,True,0.00452183885499835,0.0001167110531241633,1.0875230600504437e-06,0.9953603148460388,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1875.jpg,3,Glaucoma,0,Normal,0.9048742651939392,False,0.9048742651939392,0.0009845165768638253,0.02824951708316803,0.06589172035455704,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_3064.jpg,3,Glaucoma,0,Normal,0.8569871187210083,False,0.8569871187210083,0.07653281092643738,0.009082634933292866,0.05739743262529373,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_130_4811607.jpg,3,Glaucoma,3,Glaucoma,0.971137523651123,True,0.028615884482860565,0.0001625980221433565,8.401192462770268e-05,0.971137523651123,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1330_left.jpg,3,Glaucoma,3,Glaucoma,0.9410378336906433,True,0.02045327238738537,2.0935687643941492e-05,0.038487907499074936,0.9410378336906433,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2661.jpg,3,Glaucoma,0,Normal,0.6668137907981873,False,0.6668137907981873,0.0010621142573654652,0.002190694445744157,0.32993343472480774,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1935.jpg,3,Glaucoma,0,Normal,0.9300736784934998,False,0.9300736784934998,0.0006950623937882483,0.015841420739889145,0.053389862179756165,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_261_6037248.jpg,3,Glaucoma,3,Glaucoma,0.9776255488395691,True,0.019691389054059982,0.0005002981633879244,0.002182703698053956,0.9776255488395691,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_253_8425650.jpg,3,Glaucoma,3,Glaucoma,0.8200493454933167,True,0.17939631640911102,0.0001723932655295357,0.0003819262783508748,0.8200493454933167,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_228_775182.jpg,3,Glaucoma,3,Glaucoma,0.9957299828529358,True,0.0041652340441942215,9.285316991736181e-06,9.555697761243209e-05,0.9957299828529358,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_390_5579051.jpg,3,Glaucoma,3,Glaucoma,0.994707465171814,True,0.004767156206071377,0.0003730297030415386,0.00015230673307087272,0.994707465171814,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_79_7226209.jpg,3,Glaucoma,3,Glaucoma,0.9920170307159424,True,0.007281315512955189,0.00043010080116800964,0.0002715140290092677,0.9920170307159424,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_183_3784240.jpg,3,Glaucoma,1,Cataract,0.8219438195228577,False,0.043750178068876266,0.8219438195228577,0.0010809974046424031,0.1332249641418457,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1425_right.jpg,3,Glaucoma,0,Normal,0.9132606983184814,False,0.9132606983184814,0.0005855588824488223,0.00019736947433557361,0.08595640957355499,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_297_2792482.jpg,3,Glaucoma,3,Glaucoma,0.676256537437439,True,0.20576520264148712,0.01698176935315132,0.10099649429321289,0.676256537437439,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_98_763638.jpg,3,Glaucoma,1,Cataract,0.9900151491165161,False,0.0024869295302778482,0.9900151491165161,0.00022093897860031575,0.007277090568095446,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\337.jpg,3,Glaucoma,0,Normal,0.8524726629257202,False,0.8524726629257202,0.0014228078071027994,0.0001673995575401932,0.14593712985515594,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_104_4154423.jpg,3,Glaucoma,3,Glaucoma,0.8431075215339661,True,0.1412401795387268,6.676516932202503e-05,0.015585548244416714,0.8431075215339661,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_164_5685997.jpg,3,Glaucoma,3,Glaucoma,0.989599347114563,True,0.0038082038518041372,5.141467681823997e-06,0.006587246898561716,0.989599347114563,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1482_left.jpg,3,Glaucoma,3,Glaucoma,0.6440144777297974,True,0.3478594124317169,0.00012978579616174102,0.007996310479938984,0.6440144777297974,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_60_3287251.jpg,3,Glaucoma,1,Cataract,0.9242991209030151,False,0.0032325463835150003,0.9242991209030151,6.232066516531631e-05,0.07240600883960724,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\229.jpg,3,Glaucoma,0,Normal,0.85109943151474,False,0.85109943151474,4.050496136187576e-05,0.00020215468248352408,0.14865794777870178,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_145_9843041.jpg,3,Glaucoma,0,Normal,0.5066206455230713,False,0.5066206455230713,0.0001341850875178352,0.003863941179588437,0.4893813133239746,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_22_1469685.jpg,3,Glaucoma,3,Glaucoma,0.975226104259491,True,0.0037034156266599894,0.02099728211760521,7.324927719309926e-05,0.975226104259491,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_1_4540560.jpg,3,Glaucoma,3,Glaucoma,0.992989182472229,True,0.00521915964782238,0.0017273954581469297,6.419583223760128e-05,0.992989182472229,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\486.jpg,3,Glaucoma,0,Normal,0.6572608351707458,False,0.6572608351707458,0.01512193400412798,0.0019934172742068768,0.32562384009361267,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_260_4814230.jpg,3,Glaucoma,3,Glaucoma,0.9841977953910828,True,0.009828494861721992,0.001164053799584508,0.004809646867215633,0.9841977953910828,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_247_651494.jpg,3,Glaucoma,3,Glaucoma,0.8789629340171814,True,0.00901312567293644,0.009657371789216995,0.10236652940511703,0.8789629340171814,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_399_8219023.jpg,3,Glaucoma,1,Cataract,0.9549341797828674,False,7.645667938049883e-05,0.9549341797828674,6.084003871364985e-06,0.044983308762311935,False,Glaucoma misclassified as Cataract
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1489_left.jpg,3,Glaucoma,3,Glaucoma,0.5252975821495056,True,0.27078747749328613,0.04366026446223259,0.16025468707084656,0.5252975821495056,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_252_4705064.jpg,3,Glaucoma,3,Glaucoma,0.7555273175239563,True,0.24421411752700806,6.337393642752431e-06,0.00025227657170034945,0.7555273175239563,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_63_5036155.jpg,3,Glaucoma,3,Glaucoma,0.9886950850486755,True,0.011213025078177452,8.701736078364775e-05,4.959984380548121e-06,0.9886950850486755,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_350_3536071.jpg,3,Glaucoma,3,Glaucoma,0.9708670973777771,True,0.028674092143774033,0.00041983972187153995,3.8913443859200925e-05,0.9708670973777771,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_151_3685359.jpg,3,Glaucoma,3,Glaucoma,0.6772860884666443,True,0.30815389752388,0.0017942957347258925,0.012765769846737385,0.6772860884666443,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_317_2537690.jpg,3,Glaucoma,3,Glaucoma,0.9686746597290039,True,0.02820940874516964,0.0029986840672791004,0.00011733175779227167,0.9686746597290039,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_58_180622.jpg,3,Glaucoma,3,Glaucoma,0.7611249089241028,True,0.23803463578224182,0.0007563654216937721,8.412896568188444e-05,0.7611249089241028,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_380_4081438.jpg,3,Glaucoma,3,Glaucoma,0.9975233674049377,True,0.0005317470640875399,0.0019443213241174817,5.213914846535772e-07,0.9975233674049377,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_254_8727190.jpg,3,Glaucoma,3,Glaucoma,0.83600252866745,True,0.15641748905181885,6.78373544360511e-06,0.007573193404823542,0.83600252866745,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_72_3474284.jpg,3,Glaucoma,3,Glaucoma,0.7363581657409668,True,0.24995169043540955,0.013688311912119389,1.735976297823072e-06,0.7363581657409668,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_008.png,3,Glaucoma,3,Glaucoma,0.6812582612037659,True,0.00679633067920804,0.3111247718334198,0.0008206264465115964,0.6812582612037659,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_47_6549840.jpg,3,Glaucoma,3,Glaucoma,0.9761564135551453,True,0.021872561424970627,0.001577470451593399,0.00039358646608889103,0.9761564135551453,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1498.jpg,3,Glaucoma,0,Normal,0.881583034992218,False,0.881583034992218,0.0005773416487500072,0.012919480912387371,0.10492013394832611,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1492_right.jpg,3,Glaucoma,3,Glaucoma,0.9151807427406311,True,0.0035653572995215654,0.0038707973435521126,0.07738305628299713,0.9151807427406311,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_391_1332495.jpg,3,Glaucoma,3,Glaucoma,0.9966058731079102,True,0.0033094827085733414,5.554468589252792e-05,2.909879549406469e-05,0.9966058731079102,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1494_left.jpg,3,Glaucoma,2,Diabetic Retinopathy,0.9703930020332336,False,0.01037523988634348,0.0011949180625379086,0.9703930020332336,0.0180368535220623,False,Glaucoma misclassified as Diabetic Retinopathy
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2562.jpg,3,Glaucoma,0,Normal,0.8868395090103149,False,0.8868395090103149,0.0005430019809864461,0.07425777614116669,0.03835969790816307,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_12_5295071.jpg,3,Glaucoma,3,Glaucoma,0.9044391512870789,True,0.029321396723389626,0.0654795840382576,0.0007599180680699646,0.9044391512870789,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_386.jpg,3,Glaucoma,0,Normal,0.7489020824432373,False,0.7489020824432373,0.0006237639463506639,0.0014469694579020143,0.24902717769145966,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1714.jpg,3,Glaucoma,0,Normal,0.9480727314949036,False,0.9480727314949036,0.0009089635568670928,0.0002502707648091018,0.05076812580227852,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_084.png,3,Glaucoma,3,Glaucoma,0.8062353730201721,True,0.060775287449359894,0.005318606272339821,0.1276707798242569,0.8062353730201721,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1273_right.jpg,3,Glaucoma,3,Glaucoma,0.8083034753799438,True,0.1799895465373993,0.0017361016944050789,0.009970967657864094,0.8083034753799438,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_338_7660594.jpg,3,Glaucoma,3,Glaucoma,0.8862385749816895,True,0.001529810717329383,0.11223038285970688,1.2866772749475786e-06,0.8862385749816895,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1436_right.jpg,3,Glaucoma,0,Normal,0.9728378653526306,False,0.9728378653526306,7.509454007958993e-05,0.00015981699107214808,0.02692723274230957,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_59_9153525.jpg,3,Glaucoma,3,Glaucoma,0.9746947288513184,True,0.02514423057436943,0.00011367222759872675,4.739177893497981e-05,0.9746947288513184,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_364_7596223.jpg,3,Glaucoma,3,Glaucoma,0.9821735620498657,True,0.0006294674822129309,0.017195245251059532,1.7733527784002945e-06,0.9821735620498657,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1281_left.jpg,3,Glaucoma,0,Normal,0.5155866146087646,False,0.5155866146087646,0.01084727980196476,0.03944003954529762,0.4341261088848114,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\353.jpg,3,Glaucoma,0,Normal,0.8253710865974426,False,0.8253710865974426,0.001078283879905939,0.00011602247832342982,0.17343460023403168,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_388_7162342.jpg,3,Glaucoma,3,Glaucoma,0.9930780529975891,True,0.0026313511189073324,0.004137059208005667,0.00015355239156633615,0.9930780529975891,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_148_3847249.jpg,3,Glaucoma,3,Glaucoma,0.7191389203071594,True,0.23731210827827454,0.04226843640208244,0.001280534896068275,0.7191389203071594,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\458.jpg,3,Glaucoma,0,Normal,0.5121565461158752,False,0.5121565461158752,6.656996447418351e-06,0.0002323372900718823,0.4876045286655426,False,Glaucoma misclassified as Normal
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1256_right.jpg,3,Glaucoma,3,Glaucoma,0.7304437756538391,True,0.16418515145778656,0.0918300598859787,0.013540971092879772,0.7304437756538391,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_061.png,3,Glaucoma,3,Glaucoma,0.7318075299263,True,0.08706410229206085,0.00302140018902719,0.17810696363449097,0.7318075299263,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_363_2466087.jpg,3,Glaucoma,3,Glaucoma,0.9964595437049866,True,0.0029860748909413815,0.0005527532193809748,1.6441391608168487e-06,0.9964595437049866,True,Correct Glaucoma
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_031.png,3,Glaucoma,3,Glaucoma,0.9259426593780518,True,0.06999606639146805,0.0032861263025552034,0.0007751106168143451,0.9259426593780518,True,Correct Glaucoma
