image_path,source_dataset,original_label,disease_name,class_id,split
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_89_6878178.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_005.png,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2424.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\cataract_016.png,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3399_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2513.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2563_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10606_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2891.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2431.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2199_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\572.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3102_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2234.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2898.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\1034_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_123.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2444_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_374_3493833.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2248_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3432_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2052_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\1285_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\077.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2191_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11007_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1480_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\549.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2120_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_300_7433746.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2412.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_280_7239687.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\437.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\1147_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_283_6068531.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11550_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2936.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\Glaucoma_050.png,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3260_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\062.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\468.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10838_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\4637_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\116.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2817_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2570.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10015_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2129_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_165_8028203.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_60_7070159.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_257_1527283.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10210_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_103_1487378.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2166_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1903.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3038_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2622_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\695_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1704.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\436.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_15_1523968.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1607.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2695_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_128_2241332.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2880_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2438_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2702_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_627.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\192.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_111_9826667.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2369_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2184_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\239.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_220_7711405.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2215_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2210_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2572_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1410_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_251_5505179.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2821_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10732_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_251_6299381.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\050.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2187_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_62_3878139.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_27_8607848.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_206_1459040.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10523_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2408_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_146_5945090.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_279_4656331.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_75_820784.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_310_7977481.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10325_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2034.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2974.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11228_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3283_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2872_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2961_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2419_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_437.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1243_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2200_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1270_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10359_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10994_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3001_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10701_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10542_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\394.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1724.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10920_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10126_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_123_2897373.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_807.jpg,GlaucomaFundusImaging/G1020,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\530.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_102_1024926.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\171.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11598_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10790_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\190.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11293_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_387_7675254.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1301_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10729_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_124_496149.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\588.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3437_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_92_5284437.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10319_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10723_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\029.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\010.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_130_3561448.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3051_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1228_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1450_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\219.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_181_2009794.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\244.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\2192_left.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3188_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10137_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10226_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3110_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11391_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\505.jpg,GlaucomaFundusImaging/ORIGA,1,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_4_1244424.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2967_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_264_4584815.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_246.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2736.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1469_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3010_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10827_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\cataract_074.png,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_601.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\211.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\11206_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2435_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_199_7083786.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1423_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_120_2375814.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\320.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_1766.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_2435.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\1259_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\ORIGA\Images\046.jpg,GlaucomaFundusImaging/ORIGA,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\cataract_014.png,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2332_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_23_4636959.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_81_6384668.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2657_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10751_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\354_right.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10548_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_277_9501088.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_383_1676788.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\cataract\_154_1054490.jpg,Eye Disease detection,cataract,Cataract,1,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2696_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2713_right.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10653_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\2889_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10616_right.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1378_right.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\GlaucomaFundusImaging\G1020\Images\image_868.jpg,GlaucomaFundusImaging/G1020,0,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\1493_left.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\normal\3145_left.jpg,Eye Disease detection,normal,Normal,0,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\glaucoma\_236_6447023.jpg,Eye Disease detection,glaucoma,Glaucoma,3,train
d:\Practice Projects\Disease Detection\dataset\Eye Disease detection\diabetic_retinopathy\10701_left.jpeg,Eye Disease detection,diabetic_retinopathy,Diabetic Retinopathy,2,train
